rank	form	normalized_form	combined_count	source_count	source_counts_json
172	erste	erste	21258	3	{"deu_news_2024_1M_words.txt":6269,"deu_wikipedia_2021_1M_words.txt":10596,"deu-de_web_2021_1M_words.txt":4393}
173	andere	andere	21168	3	{"deu_news_2024_1M_words.txt":7727,"deu_wikipedia_2021_1M_words.txt":5741,"deu-de_web_2021_1M_words.txt":7700}
174	machen	machen	20656	3	{"deu_news_2024_1M_words.txt":8455,"deu_wikipedia_2021_1M_words.txt":2599,"deu-de_web_2021_1M_words.txt":9602}
175	dort	dort	20472	3	{"deu_news_2024_1M_words.txt":6776,"deu_wikipedia_2021_1M_words.txt":8674,"deu-de_web_2021_1M_words.txt":5022}
176	vier	vier	20143	3	{"deu_news_2024_1M_words.txt":6854,"deu_wikipedia_2021_1M_words.txt":9390,"deu-de_web_2021_1M_words.txt":3899}
177	Teil	teil	20122	3	{"deu_news_2024_1M_words.txt":4804,"deu_wikipedia_2021_1M_words.txt":9524,"deu-de_web_2021_1M_words.txt":5794}
178	dazu	dazu	20005	3	{"deu_news_2024_1M_words.txt":7354,"deu_wikipedia_2021_1M_words.txt":4571,"deu-de_web_2021_1M_words.txt":8080}
179	gab	gab	19986	3	{"deu_news_2024_1M_words.txt":7917,"deu_wikipedia_2021_1M_words.txt":9661,"deu-de_web_2021_1M_words.txt":2408}
180	während	während	19895	3	{"deu_news_2024_1M_words.txt":5944,"deu_wikipedia_2021_1M_words.txt":8642,"deu-de_web_2021_1M_words.txt":5309}
181	ganz	ganz	19683	3	{"deu_news_2024_1M_words.txt":8496,"deu_wikipedia_2021_1M_words.txt":2708,"deu-de_web_2021_1M_words.txt":8479}
182	erhalten	erhalten	19469	3	{"deu_news_2024_1M_words.txt":3480,"deu_wikipedia_2021_1M_words.txt":5342,"deu-de_web_2021_1M_words.txt":10647}
183	Was	was	19073	3	{"deu_news_2024_1M_words.txt":7826,"deu_wikipedia_2021_1M_words.txt":666,"deu-de_web_2021_1M_words.txt":10581}
184	Von	von	19067	3	{"deu_news_2024_1M_words.txt":4198,"deu_wikipedia_2021_1M_words.txt":11268,"deu-de_web_2021_1M_words.txt":3601}
185	kommt	kommt	19021	3	{"deu_news_2024_1M_words.txt":8373,"deu_wikipedia_2021_1M_words.txt":4470,"deu-de_web_2021_1M_words.txt":6178}
186	Seit	seit	19011	3	{"deu_news_2024_1M_words.txt":4954,"deu_wikipedia_2021_1M_words.txt":8960,"deu-de_web_2021_1M_words.txt":5097}
187	liegt	liegt	18873	3	{"deu_news_2024_1M_words.txt":5470,"deu_wikipedia_2021_1M_words.txt":7672,"deu-de_web_2021_1M_words.txt":5731}
188	möglich	möglich	18858	3	{"deu_news_2024_1M_words.txt":4740,"deu_wikipedia_2021_1M_words.txt":3733,"deu-de_web_2021_1M_words.txt":10385}
189	statt	statt	18768	3	{"deu_news_2024_1M_words.txt":4950,"deu_wikipedia_2021_1M_words.txt":6550,"deu-de_web_2021_1M_words.txt":7268}
190	sollte	sollte	18738	3	{"deu_news_2024_1M_words.txt":6561,"deu_wikipedia_2021_1M_words.txt":5736,"deu-de_web_2021_1M_words.txt":6441}
191	lassen	lassen	18642	3	{"deu_news_2024_1M_words.txt":6616,"deu_wikipedia_2021_1M_words.txt":3715,"deu-de_web_2021_1M_words.txt":8311}
192	etwas	etwas	18535	3	{"deu_news_2024_1M_words.txt":8862,"deu_wikipedia_2021_1M_words.txt":3889,"deu-de_web_2021_1M_words.txt":5784}
193	diesen	diesen	18447	3	{"deu_news_2024_1M_words.txt":5276,"deu_wikipedia_2021_1M_words.txt":5875,"deu-de_web_2021_1M_words.txt":7296}
194	jetzt	jetzt	18428	3	{"deu_news_2024_1M_words.txt":11120,"deu_wikipedia_2021_1M_words.txt":1349,"deu-de_web_2021_1M_words.txt":5959}
195	dieses	dieses	18287	3	{"deu_news_2024_1M_words.txt":6170,"deu_wikipedia_2021_1M_words.txt":5846,"deu-de_web_2021_1M_words.txt":6271}
196	kam	kam	18287	3	{"deu_news_2024_1M_words.txt":7067,"deu_wikipedia_2021_1M_words.txt":9593,"deu-de_web_2021_1M_words.txt":1627}
197	Dabei	dabei	18240	3	{"deu_news_2024_1M_words.txt":5608,"deu_wikipedia_2021_1M_words.txt":5691,"deu-de_web_2021_1M_words.txt":6941}
198	Wenn	wenn	18228	3	{"deu_news_2024_1M_words.txt":6687,"deu_wikipedia_2021_1M_words.txt":1581,"deu-de_web_2021_1M_words.txt":9960}
199	später	später	18164	3	{"deu_news_2024_1M_words.txt":4623,"deu_wikipedia_2021_1M_words.txt":11288,"deu-de_web_2021_1M_words.txt":2253}
200	sollen	sollen	18135	3	{"deu_news_2024_1M_words.txt":8636,"deu_wikipedia_2021_1M_words.txt":2330,"deu-de_web_2021_1M_words.txt":7169}
201	Daten	daten	18089	3	{"deu_news_2024_1M_words.txt":2247,"deu_wikipedia_2021_1M_words.txt":1306,"deu-de_web_2021_1M_words.txt":14536}
202	stehen	stehen	18039	3	{"deu_news_2024_1M_words.txt":6557,"deu_wikipedia_2021_1M_words.txt":3021,"deu-de_web_2021_1M_words.txt":8461}
203	will	will	17874	3	{"deu_news_2024_1M_words.txt":11158,"deu_wikipedia_2021_1M_words.txt":2880,"deu-de_web_2021_1M_words.txt":3836}
204	Doch	doch	17750	3	{"deu_news_2024_1M_words.txt":11156,"deu_wikipedia_2021_1M_words.txt":2456,"deu-de_web_2021_1M_words.txt":4138}
205	zurück	zurück	17354	3	{"deu_news_2024_1M_words.txt":5695,"deu_wikipedia_2021_1M_words.txt":8861,"deu-de_web_2021_1M_words.txt":2798}
206	Leben	leben	17353	3	{"deu_news_2024_1M_words.txt":5629,"deu_wikipedia_2021_1M_words.txt":5561,"deu-de_web_2021_1M_words.txt":6163}
207	ihrem	ihrem	17002	3	{"deu_news_2024_1M_words.txt":6330,"deu_wikipedia_2021_1M_words.txt":5926,"deu-de_web_2021_1M_words.txt":4746}
208	ob	ob	16840	3	{"deu_news_2024_1M_words.txt":6399,"deu_wikipedia_2021_1M_words.txt":2521,"deu-de_web_2021_1M_words.txt":7920}
209	sagte	sagte	16802	3	{"deu_news_2024_1M_words.txt":14859,"deu_wikipedia_2021_1M_words.txt":762,"deu-de_web_2021_1M_words.txt":1181}
210	erst	erst	16798	3	{"deu_news_2024_1M_words.txt":6709,"deu_wikipedia_2021_1M_words.txt":6110,"deu-de_web_2021_1M_words.txt":3979}
211	denen	denen	16765	3	{"deu_news_2024_1M_words.txt":4488,"deu_wikipedia_2021_1M_words.txt":6357,"deu-de_web_2021_1M_words.txt":5920}
212	dafür	dafür	16702	3	{"deu_news_2024_1M_words.txt":7461,"deu_wikipedia_2021_1M_words.txt":3010,"deu-de_web_2021_1M_words.txt":6231}
213	kommen	kommen	16661	3	{"deu_news_2024_1M_words.txt":7242,"deu_wikipedia_2021_1M_words.txt":2997,"deu-de_web_2021_1M_words.txt":6422}
214	Informationen	informationen	16555	3	{"deu_news_2024_1M_words.txt":2329,"deu_wikipedia_2021_1M_words.txt":1372,"deu-de_web_2021_1M_words.txt":12854}
215	gilt	gilt	16515	3	{"deu_news_2024_1M_words.txt":4459,"deu_wikipedia_2021_1M_words.txt":3762,"deu-de_web_2021_1M_words.txt":8294}
216	wo	wo	16504	3	{"deu_news_2024_1M_words.txt":5990,"deu_wikipedia_2021_1M_words.txt":6423,"deu-de_web_2021_1M_words.txt":4091}
217	Arbeit	arbeit	16496	3	{"deu_news_2024_1M_words.txt":3957,"deu_wikipedia_2021_1M_words.txt":3783,"deu-de_web_2021_1M_words.txt":8756}
218	allen	allen	16101	3	{"deu_news_2024_1M_words.txt":4077,"deu_wikipedia_2021_1M_words.txt":3630,"deu-de_web_2021_1M_words.txt":8394}
219	Millionen	millionen	16053	3	{"deu_news_2024_1M_words.txt":8374,"deu_wikipedia_2021_1M_words.txt":4397,"deu-de_web_2021_1M_words.txt":3282}
220	also	also	15884	3	{"deu_news_2024_1M_words.txt":6675,"deu_wikipedia_2021_1M_words.txt":3687,"deu-de_web_2021_1M_words.txt":5522}
221	Ort	ort	15855	3	{"deu_news_2024_1M_words.txt":4273,"deu_wikipedia_2021_1M_words.txt":6105,"deu-de_web_2021_1M_words.txt":5477}
222	Platz	platz	15707	3	{"deu_news_2024_1M_words.txt":5959,"deu_wikipedia_2021_1M_words.txt":7057,"deu-de_web_2021_1M_words.txt":2691}
223	allerdings	allerdings	15693	3	{"deu_news_2024_1M_words.txt":6462,"deu_wikipedia_2021_1M_words.txt":6089,"deu-de_web_2021_1M_words.txt":3142}
224	große	große	15622	3	{"deu_news_2024_1M_words.txt":5923,"deu_wikipedia_2021_1M_words.txt":5027,"deu-de_web_2021_1M_words.txt":4672}
225	ebenfalls	ebenfalls	15556	3	{"deu_news_2024_1M_words.txt":4973,"deu_wikipedia_2021_1M_words.txt":6909,"deu-de_web_2021_1M_words.txt":3674}
226	letzten	letzten	15542	3	{"deu_news_2024_1M_words.txt":6366,"deu_wikipedia_2021_1M_words.txt":5238,"deu-de_web_2021_1M_words.txt":3938}
227	September	september	15458	3	{"deu_news_2024_1M_words.txt":4038,"deu_wikipedia_2021_1M_words.txt":7283,"deu-de_web_2021_1M_words.txt":4137}
228	doch	doch	15450	3	{"deu_news_2024_1M_words.txt":7846,"deu_wikipedia_2021_1M_words.txt":4018,"deu-de_web_2021_1M_words.txt":3586}
229	Ihnen	ihnen	15438	3	{"deu_news_2024_1M_words.txt":1199,"deu_wikipedia_2021_1M_words.txt":187,"deu-de_web_2021_1M_words.txt":14052}
230	großen	großen	15432	3	{"deu_news_2024_1M_words.txt":5430,"deu_wikipedia_2021_1M_words.txt":5386,"deu-de_web_2021_1M_words.txt":4616}
231	Hier	hier	15412	3	{"deu_news_2024_1M_words.txt":3363,"deu_wikipedia_2021_1M_words.txt":3255,"deu-de_web_2021_1M_words.txt":8794}
232	hatten	hatten	15367	3	{"deu_news_2024_1M_words.txt":7054,"deu_wikipedia_2021_1M_words.txt":5879,"deu-de_web_2021_1M_words.txt":2434}
233	deren	deren	15215	3	{"deu_news_2024_1M_words.txt":2971,"deu_wikipedia_2021_1M_words.txt":6699,"deu-de_web_2021_1M_words.txt":5545}
234	zusammen	zusammen	15130	3	{"deu_news_2024_1M_words.txt":3952,"deu_wikipedia_2021_1M_words.txt":5813,"deu-de_web_2021_1M_words.txt":5365}
235	wegen	wegen	15032	3	{"deu_news_2024_1M_words.txt":7546,"deu_wikipedia_2021_1M_words.txt":5051,"deu-de_web_2021_1M_words.txt":2435}
236	Aber	aber	15006	3	{"deu_news_2024_1M_words.txt":9047,"deu_wikipedia_2021_1M_words.txt":1310,"deu-de_web_2021_1M_words.txt":4649}
237	Da	da	14992	3	{"deu_news_2024_1M_words.txt":5064,"deu_wikipedia_2021_1M_words.txt":5938,"deu-de_web_2021_1M_words.txt":3990}
238	eigenen	eigenen	14939	3	{"deu_news_2024_1M_words.txt":4938,"deu_wikipedia_2021_1M_words.txt":4096,"deu-de_web_2021_1M_words.txt":5905}
239	Schule	schule	14937	3	{"deu_news_2024_1M_words.txt":1773,"deu_wikipedia_2021_1M_words.txt":3379,"deu-de_web_2021_1M_words.txt":9785}
240	weil	weil	14896	3	{"deu_news_2024_1M_words.txt":7656,"deu_wikipedia_2021_1M_words.txt":3569,"deu-de_web_2021_1M_words.txt":3671}
241	Frau	frau	14824	3	{"deu_news_2024_1M_words.txt":5813,"deu_wikipedia_2021_1M_words.txt":5722,"deu-de_web_2021_1M_words.txt":3289}
242	Polizei	polizei	14770	3	{"deu_news_2024_1M_words.txt":11717,"deu_wikipedia_2021_1M_words.txt":1530,"deu-de_web_2021_1M_words.txt":1523}
243	Oktober	oktober	14680	3	{"deu_news_2024_1M_words.txt":4101,"deu_wikipedia_2021_1M_words.txt":7953,"deu-de_web_2021_1M_words.txt":2626}
244	Dies	dies	14649	3	{"deu_news_2024_1M_words.txt":3129,"deu_wikipedia_2021_1M_words.txt":5712,"deu-de_web_2021_1M_words.txt":5808}
245	Ihr	ihr	14643	3	{"deu_news_2024_1M_words.txt":2549,"deu_wikipedia_2021_1M_words.txt":2255,"deu-de_web_2021_1M_words.txt":9839}
246	Bereich	bereich	14634	3	{"deu_news_2024_1M_words.txt":3422,"deu_wikipedia_2021_1M_words.txt":3911,"deu-de_web_2021_1M_words.txt":7301}
247	fünf	fünf	14621	3	{"deu_news_2024_1M_words.txt":5614,"deu_wikipedia_2021_1M_words.txt":5949,"deu-de_web_2021_1M_words.txt":3058}
248	Rahmen	rahmen	14592	3	{"deu_news_2024_1M_words.txt":2520,"deu_wikipedia_2021_1M_words.txt":2641,"deu-de_web_2021_1M_words.txt":9431}
249	bietet	bietet	14460	3	{"deu_news_2024_1M_words.txt":3221,"deu_wikipedia_2021_1M_words.txt":2052,"deu-de_web_2021_1M_words.txt":9187}
250	Juni	juni	14450	3	{"deu_news_2024_1M_words.txt":4216,"deu_wikipedia_2021_1M_words.txt":7541,"deu-de_web_2021_1M_words.txt":2693}
251	wollen	wollen	14399	3	{"deu_news_2024_1M_words.txt":6769,"deu_wikipedia_2021_1M_words.txt":1263,"deu-de_web_2021_1M_words.txt":6367}
252	kein	kein	14313	3	{"deu_news_2024_1M_words.txt":6293,"deu_wikipedia_2021_1M_words.txt":3357,"deu-de_web_2021_1M_words.txt":4663}
253	darauf	darauf	14263	3	{"deu_news_2024_1M_words.txt":5422,"deu_wikipedia_2021_1M_words.txt":4344,"deu-de_web_2021_1M_words.txt":4497}
254	einige	einige	14263	3	{"deu_news_2024_1M_words.txt":4780,"deu_wikipedia_2021_1M_words.txt":6116,"deu-de_web_2021_1M_words.txt":3367}
255	Land	land	14247	3	{"deu_news_2024_1M_words.txt":6044,"deu_wikipedia_2021_1M_words.txt":3330,"deu-de_web_2021_1M_words.txt":4873}
256	bekannt	bekannt	14208	3	{"deu_news_2024_1M_words.txt":4980,"deu_wikipedia_2021_1M_words.txt":7014,"deu-de_web_2021_1M_words.txt":2214}
257	besonders	besonders	14190	3	{"deu_news_2024_1M_words.txt":4765,"deu_wikipedia_2021_1M_words.txt":3246,"deu-de_web_2021_1M_words.txt":6179}
258	du	du	14190	3	{"deu_news_2024_1M_words.txt":3727,"deu_wikipedia_2021_1M_words.txt":865,"deu-de_web_2021_1M_words.txt":9598}
259	Personen	personen	14177	3	{"deu_news_2024_1M_words.txt":3755,"deu_wikipedia_2021_1M_words.txt":4692,"deu-de_web_2021_1M_words.txt":5730}
260	Tag	tag	14154	3	{"deu_news_2024_1M_words.txt":5713,"deu_wikipedia_2021_1M_words.txt":3177,"deu-de_web_2021_1M_words.txt":5264}
261	unsere	unsere	14125	3	{"deu_news_2024_1M_words.txt":3443,"deu_wikipedia_2021_1M_words.txt":233,"deu-de_web_2021_1M_words.txt":10449}
262	Mai	mai	14111	3	{"deu_news_2024_1M_words.txt":3745,"deu_wikipedia_2021_1M_words.txt":7828,"deu-de_web_2021_1M_words.txt":2538}
263	welche	welche	14097	3	{"deu_news_2024_1M_words.txt":3104,"deu_wikipedia_2021_1M_words.txt":3947,"deu-de_web_2021_1M_words.txt":7046}
264	unserer	unserer	13967	3	{"deu_news_2024_1M_words.txt":2668,"deu_wikipedia_2021_1M_words.txt":278,"deu-de_web_2021_1M_words.txt":11021}
265	Um	um	13935	3	{"deu_news_2024_1M_words.txt":3861,"deu_wikipedia_2021_1M_words.txt":4268,"deu-de_web_2021_1M_words.txt":5806}
266	Thema	thema	13865	3	{"deu_news_2024_1M_words.txt":4434,"deu_wikipedia_2021_1M_words.txt":1508,"deu-de_web_2021_1M_words.txt":7923}
267	davon	davon	13814	3	{"deu_news_2024_1M_words.txt":5821,"deu_wikipedia_2021_1M_words.txt":4429,"deu-de_web_2021_1M_words.txt":3564}
268	einmal	einmal	13803	3	{"deu_news_2024_1M_words.txt":6678,"deu_wikipedia_2021_1M_words.txt":2607,"deu-de_web_2021_1M_words.txt":4518}
269	Januar	januar	13781	3	{"deu_news_2024_1M_words.txt":3626,"deu_wikipedia_2021_1M_words.txt":7802,"deu-de_web_2021_1M_words.txt":2353}
270	Beispiel	beispiel	13770	3	{"deu_news_2024_1M_words.txt":3803,"deu_wikipedia_2021_1M_words.txt":2839,"deu-de_web_2021_1M_words.txt":7128}
271	geben	geben	13739	3	{"deu_news_2024_1M_words.txt":6115,"deu_wikipedia_2021_1M_words.txt":1635,"deu-de_web_2021_1M_words.txt":5989}
272	Ziel	ziel	13735	3	{"deu_news_2024_1M_words.txt":3965,"deu_wikipedia_2021_1M_words.txt":2990,"deu-de_web_2021_1M_words.txt":6780}
273	findet	findet	13616	3	{"deu_news_2024_1M_words.txt":3919,"deu_wikipedia_2021_1M_words.txt":4038,"deu-de_web_2021_1M_words.txt":5659}
274	Berlin	berlin	13592	3	{"deu_news_2024_1M_words.txt":4788,"deu_wikipedia_2021_1M_words.txt":4607,"deu-de_web_2021_1M_words.txt":4197}
275	vielen	vielen	13590	3	{"deu_news_2024_1M_words.txt":4835,"deu_wikipedia_2021_1M_words.txt":3018,"deu-de_web_2021_1M_words.txt":5737}
276	deutschen	deutschen	13498	3	{"deu_news_2024_1M_words.txt":4670,"deu_wikipedia_2021_1M_words.txt":5226,"deu-de_web_2021_1M_words.txt":3602}
277	Welt	welt	13460	3	{"deu_news_2024_1M_words.txt":5211,"deu_wikipedia_2021_1M_words.txt":3387,"deu-de_web_2021_1M_words.txt":4862}
278	März	märz	13381	3	{"deu_news_2024_1M_words.txt":3771,"deu_wikipedia_2021_1M_words.txt":7239,"deu-de_web_2021_1M_words.txt":2371}
279	April	april	13285	3	{"deu_news_2024_1M_words.txt":3534,"deu_wikipedia_2021_1M_words.txt":7550,"deu-de_web_2021_1M_words.txt":2201}
280	oft	oft	13285	3	{"deu_news_2024_1M_words.txt":4469,"deu_wikipedia_2021_1M_words.txt":4351,"deu-de_web_2021_1M_words.txt":4465}
281	Geschichte	geschichte	13255	3	{"deu_news_2024_1M_words.txt":3110,"deu_wikipedia_2021_1M_words.txt":6970,"deu-de_web_2021_1M_words.txt":3175}
282	Familie	familie	13229	3	{"deu_news_2024_1M_words.txt":3951,"deu_wikipedia_2021_1M_words.txt":5855,"deu-de_web_2021_1M_words.txt":3423}
283	zunächst	zunächst	13167	3	{"deu_news_2024_1M_words.txt":3873,"deu_wikipedia_2021_1M_words.txt":6566,"deu-de_web_2021_1M_words.txt":2728}
284	Durch	durch	13146	3	{"deu_news_2024_1M_words.txt":2298,"deu_wikipedia_2021_1M_words.txt":5565,"deu-de_web_2021_1M_words.txt":5283}
285	sehen	sehen	13130	3	{"deu_news_2024_1M_words.txt":6465,"deu_wikipedia_2021_1M_words.txt":2913,"deu-de_web_2021_1M_words.txt":3752}
286	Art	art	13119	3	{"deu_news_2024_1M_words.txt":2665,"deu_wikipedia_2021_1M_words.txt":5051,"deu-de_web_2021_1M_words.txt":5403}
287	dies	dies	13115	3	{"deu_news_2024_1M_words.txt":3596,"deu_wikipedia_2021_1M_words.txt":4223,"deu-de_web_2021_1M_words.txt":5296}
288	November	november	13113	3	{"deu_news_2024_1M_words.txt":3868,"deu_wikipedia_2021_1M_words.txt":7080,"deu-de_web_2021_1M_words.txt":2165}
289	mehrere	mehrere	13093	3	{"deu_news_2024_1M_words.txt":4656,"deu_wikipedia_2021_1M_words.txt":5619,"deu-de_web_2021_1M_words.txt":2818}
290	Wer	wer	13090	3	{"deu_news_2024_1M_words.txt":6616,"deu_wikipedia_2021_1M_words.txt":506,"deu-de_web_2021_1M_words.txt":5968}
291	Schüler	schüler	13011	3	{"deu_news_2024_1M_words.txt":1560,"deu_wikipedia_2021_1M_words.txt":1604,"deu-de_web_2021_1M_words.txt":9847}
292	deutlich	deutlich	12994	3	{"deu_news_2024_1M_words.txt":5919,"deu_wikipedia_2021_1M_words.txt":3440,"deu-de_web_2021_1M_words.txt":3635}
293	Entwicklung	entwicklung	12980	3	{"deu_news_2024_1M_words.txt":2665,"deu_wikipedia_2021_1M_words.txt":3570,"deu-de_web_2021_1M_words.txt":6745}
294	zeigt	zeigt	12922	3	{"deu_news_2024_1M_words.txt":5521,"deu_wikipedia_2021_1M_words.txt":3292,"deu-de_web_2021_1M_words.txt":4109}
295	alles	alles	12867	3	{"deu_news_2024_1M_words.txt":6787,"deu_wikipedia_2021_1M_words.txt":1392,"deu-de_web_2021_1M_words.txt":4688}
296	könnte	könnte	12777	3	{"deu_news_2024_1M_words.txt":8818,"deu_wikipedia_2021_1M_words.txt":1671,"deu-de_web_2021_1M_words.txt":2288}
297	Seite	seite	12695	3	{"deu_news_2024_1M_words.txt":3107,"deu_wikipedia_2021_1M_words.txt":3639,"deu-de_web_2021_1M_words.txt":5949}
298	macht	macht	12639	3	{"deu_news_2024_1M_words.txt":5685,"deu_wikipedia_2021_1M_words.txt":1858,"deu-de_web_2021_1M_words.txt":5096}
299	Dezember	dezember	12601	3	{"deu_news_2024_1M_words.txt":3327,"deu_wikipedia_2021_1M_words.txt":7367,"deu-de_web_2021_1M_words.txt":1907}
300	Juli	juli	12563	3	{"deu_news_2024_1M_words.txt":3528,"deu_wikipedia_2021_1M_words.txt":6637,"deu-de_web_2021_1M_words.txt":2398}
301	Frauen	frauen	12541	3	{"deu_news_2024_1M_words.txt":4337,"deu_wikipedia_2021_1M_words.txt":3774,"deu-de_web_2021_1M_words.txt":4430}
302	anderem	anderem	12528	3	{"deu_news_2024_1M_words.txt":5635,"deu_wikipedia_2021_1M_words.txt":3737,"deu-de_web_2021_1M_words.txt":3156}
303	Zu	zu	12493	3	{"deu_news_2024_1M_words.txt":3737,"deu_wikipedia_2021_1M_words.txt":5098,"deu-de_web_2021_1M_words.txt":3658}
304	Fragen	fragen	12428	3	{"deu_news_2024_1M_words.txt":2241,"deu_wikipedia_2021_1M_words.txt":1005,"deu-de_web_2021_1M_words.txt":9182}
305	einfach	einfach	12425	3	{"deu_news_2024_1M_words.txt":5132,"deu_wikipedia_2021_1M_words.txt":1136,"deu-de_web_2021_1M_words.txt":6157}
306	weiteren	weiteren	12417	3	{"deu_news_2024_1M_words.txt":3920,"deu_wikipedia_2021_1M_words.txt":4497,"deu-de_web_2021_1M_words.txt":4000}
307	Damit	damit	12402	3	{"deu_news_2024_1M_words.txt":4062,"deu_wikipedia_2021_1M_words.txt":3408,"deu-de_web_2021_1M_words.txt":4932}
308	Fall	fall	12384	3	{"deu_news_2024_1M_words.txt":4982,"deu_wikipedia_2021_1M_words.txt":2454,"deu-de_web_2021_1M_words.txt":4948}
309	seien	seien	12374	3	{"deu_news_2024_1M_words.txt":9128,"deu_wikipedia_2021_1M_words.txt":2102,"deu-de_web_2021_1M_words.txt":1144}
310	sagt	sagt	12351	3	{"deu_news_2024_1M_words.txt":9660,"deu_wikipedia_2021_1M_words.txt":659,"deu-de_web_2021_1M_words.txt":2032}
311	August	august	12223	3	{"deu_news_2024_1M_words.txt":3246,"deu_wikipedia_2021_1M_words.txt":6729,"deu-de_web_2021_1M_words.txt":2248}
312	fast	fast	12186	3	{"deu_news_2024_1M_words.txt":5149,"deu_wikipedia_2021_1M_words.txt":4263,"deu-de_web_2021_1M_words.txt":2774}
313	mich	mich	12169	3	{"deu_news_2024_1M_words.txt":5978,"deu_wikipedia_2021_1M_words.txt":497,"deu-de_web_2021_1M_words.txt":5694}
314	lange	lange	12133	3	{"deu_news_2024_1M_words.txt":5360,"deu_wikipedia_2021_1M_words.txt":3476,"deu-de_web_2021_1M_words.txt":3297}
315	sollten	sollten	12075	3	{"deu_news_2024_1M_words.txt":3750,"deu_wikipedia_2021_1M_words.txt":2429,"deu-de_web_2021_1M_words.txt":5896}
316	Verfügung	verfügung	12043	3	{"deu_news_2024_1M_words.txt":2067,"deu_wikipedia_2021_1M_words.txt":2234,"deu-de_web_2021_1M_words.txt":7742}
317	besteht	besteht	11991	3	{"deu_news_2024_1M_words.txt":1744,"deu_wikipedia_2021_1M_words.txt":5076,"deu-de_web_2021_1M_words.txt":5171}
318	Mann	mann	11961	3	{"deu_news_2024_1M_words.txt":7466,"deu_wikipedia_2021_1M_words.txt":3468,"deu-de_web_2021_1M_words.txt":1027}
319	dessen	dessen	11950	3	{"deu_news_2024_1M_words.txt":2757,"deu_wikipedia_2021_1M_words.txt":7202,"deu-de_web_2021_1M_words.txt":1991}
320	Namen	namen	11875	3	{"deu_news_2024_1M_words.txt":2149,"deu_wikipedia_2021_1M_words.txt":7673,"deu-de_web_2021_1M_words.txt":2053}
321	sogar	sogar	11789	3	{"deu_news_2024_1M_words.txt":6092,"deu_wikipedia_2021_1M_words.txt":2409,"deu-de_web_2021_1M_words.txt":3288}
322	An	an	11662	3	{"deu_news_2024_1M_words.txt":3880,"deu_wikipedia_2021_1M_words.txt":4401,"deu-de_web_2021_1M_words.txt":3381}
323	verschiedenen	verschiedenen	11606	3	{"deu_news_2024_1M_words.txt":1905,"deu_wikipedia_2021_1M_words.txt":4438,"deu-de_web_2021_1M_words.txt":5263}
324	zweiten	zweiten	11524	3	{"deu_news_2024_1M_words.txt":4148,"deu_wikipedia_2021_1M_words.txt":5115,"deu-de_web_2021_1M_words.txt":2261}
325	Weg	weg	11487	3	{"deu_news_2024_1M_words.txt":4732,"deu_wikipedia_2021_1M_words.txt":2476,"deu-de_web_2021_1M_words.txt":4279}
326	Kirche	kirche	11460	3	{"deu_news_2024_1M_words.txt":1188,"deu_wikipedia_2021_1M_words.txt":7973,"deu-de_web_2021_1M_words.txt":2299}
327	Zum	zum	11452	3	{"deu_news_2024_1M_words.txt":3909,"deu_wikipedia_2021_1M_words.txt":3586,"deu-de_web_2021_1M_words.txt":3957}
328	gehen	gehen	11430	3	{"deu_news_2024_1M_words.txt":5436,"deu_wikipedia_2021_1M_words.txt":1866,"deu-de_web_2021_1M_words.txt":4128}
329	denn	denn	11379	3	{"deu_news_2024_1M_words.txt":5025,"deu_wikipedia_2021_1M_words.txt":2002,"deu-de_web_2021_1M_words.txt":4352}
330	neben	neben	11351	3	{"deu_news_2024_1M_words.txt":3220,"deu_wikipedia_2021_1M_words.txt":4124,"deu-de_web_2021_1M_words.txt":4007}
331	Mal	mal	11326	3	{"deu_news_2024_1M_words.txt":5054,"deu_wikipedia_2021_1M_words.txt":3628,"deu-de_web_2021_1M_words.txt":2644}
